tweet_id,timestamp,source_archive,text_archive,retweeted_status_timestamp_archive,expanded_urls_archive,rating_numerator_archive,rating_denominator_archive,name,dog_type,jpg_url_image,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,jpg_url_tweet,favorite_count,retweet_count
890006608113172480,2017-07-26 00:31:25+00:00,iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.,,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13,10,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.958,True,Pomeranian,0.0139,True,Chow,0.0082,True,,31127.0,7584.0
889880896479866881,2017-07-25 16:11:53+00:00,iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you.,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_Bulldog,0.3774,True,Labrador_Retriever,0.1513,True,Muzzle,0.083,False,,28208.0,5116.0
889665388333682689,2017-07-25 01:55:32+00:00,iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.9663,True,Cardigan,0.0274,True,Basenji,0.0046,True,,38745.0,8502.0
889638837579907072,2017-07-25 00:10:02+00:00,iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok.,,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_Bulldog,0.9917,True,Boxer,0.0021,True,Staffordshire_Bullterrier,0.0015,True,,27633.0,4705.0
889531135344209921,2017-07-24 17:02:04+00:00,iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden_Retriever,0.9534,True,Labrador_Retriever,0.0138,True,Redbone,0.008,True,,15329.0,2309.0
889278841981685760,2017-07-24 00:19:32+00:00,iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim.,,https://twitter.com/dog_rates/status/889278841981685760/photo/1,13,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.6262,True,Borzoi,0.1947,True,Saluki,0.0274,True,,25712.0,5635.0
888917238123831296,2017-07-23 00:22:39+00:00,iphone,This is Jim. He found a fren. Taught him how to sit like the good boys.,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden_Retriever,0.7147,True,Tibetan_Mastiff,0.1202,True,Labrador_Retriever,0.1055,True,,29555.0,4681.0
888804989199671297,2017-07-22 16:56:37+00:00,iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.,,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden_Retriever,0.4698,True,Labrador_Retriever,0.1842,True,English_Setter,0.0735,True,,26021.0,4535.0
888554962724278272,2017-07-22 00:23:06+00:00,iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive.,,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_Husky,0.7004,True,Eskimo_Dog,0.1665,True,Malamute,0.1114,True,https://pbs.twimg.com/media/DFTH_OiUMAE-k4M.jpg,20267.0,3722.0
888202515573088257,2017-07-21 01:02:36+00:00,iphone,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful.,2017-07-19 00:47:34+00:00,https://twitter.com/dog_rates/status/888202515573088257/photo/1,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.8092,True,Rhodesian_Ridgeback,0.0549,True,Beagle,0.0389,True,,,
888078434458587136,2017-07-20 16:49:33+00:00,iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.,,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_Bulldog,0.995,True,Pug,0.0009,True,Bull_Mastiff,0.0009,True,,22144.0,3637.0
887705289381826560,2017-07-19 16:06:48+00:00,iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.8217,True,Redbone,0.0876,True,Weimaraner,0.0262,True,,30690.0,5584.0
887517139158093824,2017-07-19 03:39:09+00:00,iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor.,,https://twitter.com/dog_rates/status/887517139158093824/photo/1,14,10,such,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.1304,False,Tow_Truck,0.0292,False,Shopping_Cart,0.0263,False,,46940.0,12053.0
887473957103951883,2017-07-19 00:47:34+00:00,iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful.,,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.8092,True,Rhodesian_Ridgeback,0.0549,True,Beagle,0.0389,True,https://pbs.twimg.com/media/DFDw2tsUAAEw7XW.jpg,70007.0,18813.0
887343217045368832,2017-07-18 16:08:03+00:00,iphone,You may not have known you needed to see this today.,,https://twitter.com/dog_rates/status/887343217045368832/photo/1,13,10,None,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_Hairless,0.3307,True,Sea_Lion,0.2756,False,Weimaraner,0.1342,True,,34223.0,10713.0
887101392804085760,2017-07-18 00:07:08+00:00,iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.7339,True,Eskimo_Dog,0.035,True,Staffordshire_Bullterrier,0.0297,True,,31045.0,6147.0
886983233522544640,2017-07-17 16:17:36+00:00,iphone,This is Maya. She's very shy. Rarely leaves her cup.,,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.7935,True,Toy_Terrier,0.1435,True,Can_Opener,0.0323,False,https://pbs.twimg.com/media/DE8yicKXoAAnSF8.jpg,35786.0,8045.0
886736880519319552,2017-07-16 23:58:41+00:00,iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,https://twitter.com/dog_rates/status/886736880519319552/photo/1,13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.3097,True,Great_Pyrenees,0.1861,True,Dandie_Dinmont,0.0863,True,,12286.0,3420.0
886680336477933568,2017-07-16 20:14:00+00:00,iphone,This is Derek. He's late for a dog meeting.,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.739,False,Sports_Car,0.14,False,Car_Wheel,0.0442,False,,22802.0,4597.0
886366144734445568,2017-07-15 23:25:31+00:00,iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.,,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_Bulldog,0.9992,True,Chihuahua,0.0004,True,Boston_Bull,0.0001,True,,21488.0,3297.0
886267009285017600,2017-07-15 16:51:35+00:00,iphone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy,,https://twitter.com/dog_rates/status/886267009285017600/photo/1,12,10,None,,,,,,,,,,,,,,117.0,4.0
886258384151887873,2017-07-15 16:17:19+00:00,iphone,This is Waffles. His doggles are pupside down. Unsure how to fix.,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.9436,True,Shower_Cap,0.0253,False,Siamese_Cat,0.0028,False,,28437.0,6506.0
886054160059072513,2017-07-15 02:45:48+00:00,iphone,RT @Athletics:,2017-07-15 02:44:07+00:00,https://twitter.com/dog_rates/status/886054160059072513/photo/1,12,10,None,,,,,,,,,,,,,,0.0,106.0
885984800019947520,2017-07-14 22:10:11+00:00,iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_Spaniel,0.9725,True,Shih-Tzu,0.0066,True,Bernese_Mountain_Dog,0.0062,True,,33299.0,7043.0
885528943205470208,2017-07-13 15:58:47+00:00,iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.3693,True,Labrador_Retriever,0.2658,True,Kuvasz,0.1347,True,,36592.0,6642.0
885518971528720385,2017-07-13 15:19:09+00:00,iphone,I have a new hero and his name is Howard.,,https://twitter.com/dog_rates/status/885518971528720385/photo/1,14,10,None,,,,,,,,,,,,,,20739.0,3876.0
885311592912609280,2017-07-13 01:35:06+00:00,iphone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now.,2017-02-12 01:04:29+00:00,https://twitter.com/dog_rates/status/885311592912609280/photo/1,13,10,Lilly,,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_Retriever,0.9087,True,Seat_Belt,0.0571,False,Pug,0.0119,True,,0.0,19188.0
885167619883638784,2017-07-12 16:03:00+00:00,iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.,,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,None,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8125,True,Siberian_Husky,0.0717,True,Eskimo_Dog,0.0558,True,https://pbs.twimg.com/media/DEi_N9pXsAERvps.jpg,22304.0,4526.0
884925521741709313,2017-07-12 00:01:00+00:00,iphone,This is Earl. He found a hat. Nervous about what you think of it.,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_Greyhound,0.2599,True,American_Staffordshire_Terrier,0.1985,True,Staffordshire_Bullterrier,0.1277,True,,78881.0,19149.0
884876753390489601,2017-07-11 20:47:12+00:00,iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.,,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.8221,True,Norwich_Terrier,0.1061,True,Norfolk_Terrier,0.0373,True,,28429.0,6042.0
884562892145688576,2017-07-11 00:00:02+00:00,iphone,This is Kevin. He's just so happy.,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464,True,French_Bulldog,0.4043,True,Brabancon_Griffon,0.044,True,,24716.0,5076.0
884441805382717440,2017-07-10 15:58:53+00:00,iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.",,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.9932,True,Cardigan,0.0032,True,Chihuahua,0.0021,True,,27443.0,5836.0
884247878851493888,2017-07-10 03:08:17+00:00,iphone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY,,https://twitter.com/dog_rates/status/884247878851493888/photo/1,13,10,None,,,,,,,,,,,,,,74192.0,21105.0
884162670584377345,2017-07-09 21:29:42+00:00,iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_Shepherd,0.707,True,Malinois,0.1994,True,Norwegian_Elkhound,0.0491,True,,20719.0,3099.0
883838122936631299,2017-07-09 00:00:04+00:00,iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.6109,True,Miniature_Pinscher,0.2996,True,Kelpie,0.063,True,,22269.0,3559.0
883482846933004288,2017-07-08 00:28:19+00:00,iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.",,https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden_Retriever,0.9431,True,Labrador_Retriever,0.0324,True,Kuvasz,0.0055,True,,46741.0,10336.0
883360690899218434,2017-07-07 16:22:55+00:00,iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.988,True,Tibetan_Mastiff,0.0071,True,Newfoundland,0.0021,True,,22932.0,3802.0
883117836046086144,2017-07-07 00:17:54+00:00,iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...",,https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,None,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden_Retriever,0.9496,True,Labrador_Retriever,0.0459,True,Kuvasz,0.0025,True,https://pbs.twimg.com/media/DEF2-_jW0AEAS94.jpg,37810.0,6900.0
882992080364220416,2017-07-06 15:58:11+00:00,iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.,,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_Dog,0.4668,True,Siberian_Husky,0.406,True,Dingo,0.0734,False,,24358.0,4086.0
882762694511734784,2017-07-06 00:46:41+00:00,iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_Retriever,0.85,True,Chesapeake_Bay_Retriever,0.0743,True,Flat-Coated_Retriever,0.0156,True,,28810.0,5086.0
882627270321602560,2017-07-05 15:48:34+00:00,iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.543,True,Chihuahua,0.252,True,Cardigan,0.1077,True,,28327.0,6303.0
882268110199369728,2017-07-04 16:01:23+00:00,iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.,,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden_Retriever,0.7622,True,Labrador_Retriever,0.099,True,Cocker_Spaniel,0.0172,True,,45745.0,12013.0
882045870035918850,2017-07-04 01:18:17+00:00,iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.",,https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web_Site,0.9496,False,Dhole,0.0173,False,Golden_Retriever,0.0069,True,,29843.0,5162.0
881906580714921986,2017-07-03 16:04:48+00:00,iphone,This is Rey. He's a Benebop Cumberfloof.,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.2915,True,Chesapeake_Bay_Retriever,0.279,True,Koala,0.127,False,,24708.0,3516.0
881666595344535552,2017-07-03 00:11:11+00:00,iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529,True,Afghan_Hound,0.25,True,Golden_Retriever,0.1607,True,,51390.0,11026.0
881633300179243008,2017-07-02 21:58:53+00:00,iphone,@roushfenway These are good dogs but,,https://twitter.com/dog_rates/status/881633300179243008/photo/1,17,10,None,,,,,,,,,,,,,,129.0,7.0
881536004380872706,2017-07-02 15:32:16+00:00,iphone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds.
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,https://twitter.com/dog_rates/status/881536004380872706/photo/1,14,10,a,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.2815,True,Angora,0.2721,False,Persian_Cat,0.1149,False,,50326.0,16564.0
881268444196462592,2017-07-01 21:49:04+00:00,iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150.,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.4733,False,Indian_Elephant,0.2456,False,Ibex,0.0557,False,,23462.0,5328.0
880935762899988482,2017-06-30 23:47:07+00:00,iphone,This is Louis. He's crossing. It's a big deal.,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,Street_Sign,0.2518,False,Umbrella,0.1151,False,Traffic_Light,0.0695,False,,17288.0,2871.0
880872448815771648,2017-06-30 19:35:32+00:00,iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.7914,True,Norwich_Terrier,0.0614,True,Chihuahua,0.0337,True,,21667.0,3957.0
880465832366813184,2017-06-29 16:39:47+00:00,iphone,This is Bella. She had her first beach experience this morning. Complete success.,,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden_Retriever,0.9133,True,Labrador_Retriever,0.0263,True,Cocker_Spaniel,0.0094,True,,28997.0,6500.0
880221127280381952,2017-06-29 00:27:25+00:00,iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.,,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.2385,True,Meerkat,0.1043,False,Clumber,0.0526,True,,27561.0,4398.0
880095782870896641,2017-06-28 16:09:20+00:00,iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,Miniature_Pinscher,0.1203,True,Rhodesian_Ridgeback,0.1064,True,Beagle,0.1061,True,,28085.0,4506.0
879862464715927552,2017-06-28 00:42:13+00:00,iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.,,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.8135,True,Beagle,0.1467,True,Cocker_Spaniel,0.0095,True,https://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg,22609.0,3615.0
879674319642796034,2017-06-27 12:14:36+00:00,iphone,@RealKentMurphy,,https://twitter.com/dog_rates/status/879674319642796034/photo/1,14,10,None,,,,,,,,,,,,,,313.0,10.0
879492040517615616,2017-06-27 00:10:17+00:00,iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead.,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_Short-Haired_Pointer,0.4799,True,Vizsla,0.1244,True,Bath_Towel,0.0733,False,,23778.0,3300.0
879415818425184262,2017-06-26 19:07:24+00:00,iphone,This is Duddles. He did an attempt.,,https://twitter.com/dog_rates/status/879415818425184262/photo/1,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_Springer,0.3834,True,Boston_Bull,0.135,True,Cardigan,0.1105,True,,107834.0,45655.0
879376492567855104,2017-06-26 16:31:08+00:00,iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Tricycle,0.6636,False,Labrador_Retriever,0.0335,True,Pembroke,0.0188,True,,17061.0,3239.0
879130579576475649,2017-06-26 00:13:58+00:00,iphone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.,2017-06-23 01:10:23+00:00,https://twitter.com/dog_rates/status/879130579576475649/photo/1,14,10,Emmy,,,,,,,,,,,,,,0.0,7118.0
879050749262655488,2017-06-25 18:56:45+00:00,iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,Tabby,0.3119,False,Window_Screen,0.1691,False,Egyptian_Cat,0.1329,False,,22978.0,4890.0
